query_id,query_text,is_prof_video,domain_label,content_type,decision,data_source
imdb_pos_2326,Ночь воспоминаний бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_2039,Отпетые мошенницы бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_2793,фильм Бетховен,true,prof_video,film,auto_accept,synthetic
imdb_pos_1600,Rocky Aur Rani Kii Prem Kahaani онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_2588,скачать 54 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_2849,Острые предметы все серии подряд,true,prof_video,series,auto_accept,synthetic
imdb_pos_270,фильм Peppermint,true,prof_video,film,auto_accept,synthetic
imdb_neg_860,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_pos_586,фильм The Internet's Own Boy: The Story of Aaron Swartz,true,prof_video,film,auto_accept,synthetic
imdb_neg_905,купить билет на Кей-поп-охотницы на демонов,false,non_video,,non_video,synthetic
imdb_neg_1200,погода на завтра спб,false,non_video,,non_video,synthetic
imdb_pos_2044,фильм Отец-молодец,true,prof_video,film,auto_accept,synthetic
imdb_neg_285,купить билет на Лето. Одноклассники. Любовь,false,non_video,,non_video,synthetic
imdb_gen_309,лучшие фильмы 1995 года,true,prof_video,generic,generic_video,synthetic
imdb_pos_2987,Неделя до... смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_2353,фильм Доспехи Бога 2: Операция Кондор,true,prof_video,film,auto_accept,synthetic
imdb_neg_1045,погода на завтра спб,false,non_video,,non_video,synthetic
imdb_gen_57,тупейшие хорроры,true,prof_video,generic,generic_video,synthetic
imdb_neg_521,погода на завтра спб,false,non_video,,non_video,synthetic
imdb_pos_2157,Укради мою жену бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_212,как починить кран,false,non_video,,non_video,synthetic
imdb_pos_1408,Байкеры 2: Настоящие чувства онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_966,скачать Пощёчина 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_2036,скачать Black Sunday 2024,true,prof_video,film,auto_accept,synthetic
imdb_neg_1137,как починить кран,false,non_video,,non_video,synthetic
imdb_gen_275,лучшие фильмы 2011 года,true,prof_video,generic,generic_video,synthetic
imdb_pos_256,фильм Кингсглейв: Последняя фантазия XV,true,prof_video,film,auto_accept,synthetic
imdb_neg_1384,как починить кран,false,non_video,,non_video,synthetic
imdb_neg_1362,как починить кран,false,non_video,,non_video,synthetic
imdb_pos_1841,Chappaquiddick смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_1334,Продавцы новостей онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_210,Отрочество онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_1700,скачать Чудаки: Фильм 3 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_1906,Переводчик онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_neg_719,как починить кран,false,non_video,,non_video,synthetic
imdb_pos_1615,Канал смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_2529,Стартрек: Бесконечность бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_gen_492,сериалы онлайн бесплатно,true,prof_video,generic,generic_video,synthetic
imdb_neg_699,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_pos_1752,How to Sell Drugs Online (Fast) смотреть онлайн,true,prof_video,series,auto_accept,synthetic
imdb_pos_2926,Мистер Мерседес все серии подряд,true,prof_video,series,auto_accept,synthetic
imdb_pos_73,Дым бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_1272,Vini Jr. смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_1781,Тайное оружие онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_2059,фильм Свадебный угар,true,prof_video,film,auto_accept,synthetic
imdb_pos_2332,Alphaville: Une étrange aventure de Lemmy Caution бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_747,актеры фильма Ночь в музее 2,false,non_video,,non_video,synthetic
imdb_neg_1459,рецензия Stage Fright,false,non_video,,non_video,synthetic
imdb_pos_1193,The Riot Club бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_gen_327,сериалы онлайн бесплатно,true,prof_video,generic,generic_video,synthetic
imdb_neg_1296,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_neg_1247,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_pos_2525,скачать Око за око 2024,true,prof_video,film,auto_accept,synthetic
imdb_neg_926,актеры фильма Али,false,non_video,,non_video,synthetic
imdb_pos_1430,фильм К востоку от рая,true,prof_video,film,auto_accept,synthetic
imdb_pos_427,Шаг вперед 4 бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_526,фильм Сейчас самое время,true,prof_video,film,auto_accept,synthetic
imdb_pos_767,фильм Миля лунного света,true,prof_video,film,auto_accept,synthetic
imdb_gen_152,сериалы онлайн бесплатно,true,prof_video,generic,generic_video,synthetic
imdb_pos_561,фильм Чумовая пятница 2,true,prof_video,film,auto_accept,synthetic
imdb_pos_2054,Кабинет редкостей Гильермо дель Торо 1 сезон,true,prof_video,series,auto_accept,synthetic
imdb_pos_2515,Крайние Меры бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_1844,The New Pope смотреть онлайн,true,prof_video,series,auto_accept,synthetic
imdb_neg_456,актеры фильма Том и Джерри,false,non_video,,non_video,synthetic
imdb_pos_534,Годзилла: Возрождение смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_801,Идеальный незнакомец бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_632,актеры фильма Кто я для тебя?,false,non_video,,non_video,synthetic
imdb_gen_64,тупейшие хорроры,true,prof_video,generic,generic_video,synthetic
imdb_pos_2490,фильм The White Tiger,true,prof_video,film,auto_accept,synthetic
imdb_pos_1612,Английский на среднем уровне бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_gen_6,тупейшие хорроры,true,prof_video,generic,generic_video,synthetic
imdb_pos_1395,Splitsville онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_2740,скачать Чёрный краб 2024,true,prof_video,film,auto_accept,synthetic
imdb_gen_399,тупейшие хорроры,true,prof_video,generic,generic_video,synthetic
imdb_gen_358,боевики смотреть,true,prof_video,generic,generic_video,synthetic
imdb_pos_985,фильм План игры,true,prof_video,film,auto_accept,synthetic
imdb_pos_2034,В Филадельфии всегда солнечно все серии подряд,true,prof_video,series,auto_accept,synthetic
imdb_neg_217,Секс в большом городе 2 отзывы критиков,false,non_video,,non_video,synthetic
imdb_pos_1718,сериал Одарённые,true,prof_video,series,auto_accept,synthetic
imdb_pos_158,Простушка смотреть,true,prof_video,film,auto_accept,synthetic
imdb_gen_367,смешные комедии,true,prof_video,generic,generic_video,synthetic
imdb_pos_2250,Дурдом на колёсах смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_1235,фильм Я женился на убийце с топором,true,prof_video,film,auto_accept,synthetic
imdb_gen_226,тупейшие хорроры,true,prof_video,generic,generic_video,synthetic
imdb_pos_1150,Воины света онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_gen_323,боевики смотреть,true,prof_video,generic,generic_video,synthetic
imdb_neg_792,как починить кран,false,non_video,,non_video,synthetic
imdb_pos_1255,фильм Бойлерная,true,prof_video,film,auto_accept,synthetic
imdb_pos_640,фильм Знаменитость,true,prof_video,film,auto_accept,synthetic
imdb_pos_559,Копы в глубоком запасе онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_1893,фильм Пропавший без вести,true,prof_video,film,auto_accept,synthetic
imdb_pos_1628,скачать Примат 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_1128,скачать Ядовитый плющ 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_1175,Место преступления: Исчезновение в отеле «Сесил» смотреть онлайн,true,prof_video,series,auto_accept,synthetic
imdb_neg_936,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_neg_84,рецензия Феррари,false,non_video,,non_video,synthetic
imdb_pos_2640,фильм Merry Christmas,true,prof_video,film,auto_accept,synthetic
imdb_gen_381,тупейшие хорроры,true,prof_video,generic,generic_video,synthetic
imdb_pos_817,Уайетт Эрп смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_452,фильм Мисс Переполох,true,prof_video,film,auto_accept,synthetic
imdb_neg_1478,Шпион отзывы критиков,false,non_video,,non_video,synthetic
imdb_neg_171,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_pos_258,Breaking the Waves смотреть,true,prof_video,film,auto_accept,synthetic
imdb_neg_1248,как починить кран,false,non_video,,non_video,synthetic
imdb_pos_517,скачать Первый рыцарь 2024,true,prof_video,film,auto_accept,synthetic
imdb_neg_1117,карта кинотеатров,false,non_video,,non_video,synthetic
imdb_pos_2313,Заводной апельсин бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_769,Добро пожаловать в Лэйквью! онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_2164,Анчартед. На картах не значится онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_1671,фильм Gol Maal,true,prof_video,film,auto_accept,synthetic
imdb_pos_755,скачать Разыскиваются в Малибу 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_1205,Tetsuo бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_186,SLC Punk! смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_850,Скафандр и бабочка онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_gen_166,боевики смотреть,true,prof_video,generic,generic_video,synthetic
imdb_neg_987,купить билет на Ослепленный желаниями,false,non_video,,non_video,synthetic
imdb_neg_373,рецензия Вне закона,false,non_video,,non_video,synthetic
imdb_pos_805,Миссия невыполнима: Племя изгоев смотреть,true,prof_video,film,auto_accept,synthetic
imdb_neg_721,купить билет на The Mechanic,false,non_video,,non_video,synthetic
imdb_pos_106,The Reef онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_1174,скачать По ту сторону черной радуги 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_2595,Огонь из преисподней бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_695,скачать Несправедливость: Боги среди нас 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_1846,Society онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_1692,50/50 онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_neg_499,актеры фильма Жан де Флоретт,false,non_video,,non_video,synthetic
imdb_pos_2363,Jagged Edge онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_gen_453,тупейшие хорроры,true,prof_video,generic,generic_video,synthetic
imdb_pos_432,"Человек, который слишком мало знал бесплатно",true,prof_video,film,auto_accept,synthetic
imdb_pos_2028,The Mist 1 сезон,true,prof_video,series,auto_accept,synthetic
imdb_pos_327,Рок-звезда бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_1306,рецензия Власть,false,non_video,,non_video,synthetic
imdb_pos_2544,Горец 3: Последнее измерение онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_965,Dead of Night бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_983,рецензия Salem's Lot,false,non_video,,non_video,synthetic
imdb_pos_2108,St. Trinian's онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_2896,Шпион 1 сезон,true,prof_video,series,auto_accept,synthetic
imdb_pos_2496,Пришельцы бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_419,фильм Поединок,true,prof_video,film,auto_accept,synthetic
imdb_pos_2923,The Wrath of Becky смотреть,true,prof_video,film,auto_accept,synthetic
imdb_neg_120,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_neg_804,актеры фильма Любовь,false,non_video,,non_video,synthetic
imdb_neg_695,рецензия Друзья нового поколения,false,non_video,,non_video,synthetic
imdb_pos_2274,фильм Тем больнее падать,true,prof_video,film,auto_accept,synthetic
imdb_pos_304,Don't F**k with Cats: Hunting an Internet Killer все серии подряд,true,prof_video,series,auto_accept,synthetic
imdb_pos_1405,Американский пирог 2 онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_1849,Dororo смотреть онлайн,true,prof_video,series,auto_accept,synthetic
imdb_pos_532,Золото бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_1271,скачать Голубая волна 2024,true,prof_video,film,auto_accept,synthetic
imdb_neg_678,рецензия 1922,false,non_video,,non_video,synthetic
imdb_neg_1336,карта кинотеатров,false,non_video,,non_video,synthetic
imdb_pos_1946,фильм Земляничная поляна,true,prof_video,film,auto_accept,synthetic
imdb_neg_940,Истребитель демонов: Битва в доме Цудзуми отзывы критиков,false,non_video,,non_video,synthetic
imdb_neg_1446,Рыцари Зодиака отзывы критиков,false,non_video,,non_video,synthetic
imdb_neg_809,Двойник дьявола отзывы критиков,false,non_video,,non_video,synthetic
imdb_pos_1814,сериал Кевин может пойти на***,true,prof_video,series,auto_accept,synthetic
imdb_pos_2972,Любимцы Америки бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_807,саундтрек из Макстон-холл,false,non_video,,non_video,synthetic
imdb_pos_1499,сериал NCIS: Los Angeles,true,prof_video,series,auto_accept,synthetic
imdb_gen_439,тупейшие хорроры,true,prof_video,generic,generic_video,synthetic
imdb_pos_153,скачать 12-й провал 2024,true,prof_video,film,auto_accept,synthetic
imdb_neg_1382,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_pos_1285,Set It Off смотреть,true,prof_video,film,auto_accept,synthetic
imdb_gen_182,сериалы онлайн бесплатно,true,prof_video,generic,generic_video,synthetic
imdb_pos_2766,Парни с ракетками 1 сезон,true,prof_video,series,auto_accept,synthetic
imdb_pos_1123,Амаркорд смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_2786,скачать Звёздные войны: Пробуждение Силы 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_1915,Истребитель смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_2247,Свинья смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_579,Knight of Cups смотреть,true,prof_video,film,auto_accept,synthetic
imdb_neg_995,погода на завтра спб,false,non_video,,non_video,synthetic
imdb_pos_1607,Форсаж 7 онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_neg_805,актеры фильма 365 дней: Этот день,false,non_video,,non_video,synthetic
imdb_pos_1490,The Stepford Wives смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_277,The Amityville Horror бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_677,рецензия Большая белая обуза,false,non_video,,non_video,synthetic
imdb_pos_2520,Тайные операции смотреть онлайн,true,prof_video,series,auto_accept,synthetic
imdb_neg_1052,карта кинотеатров,false,non_video,,non_video,synthetic
imdb_pos_1328,фильм Атака,true,prof_video,film,auto_accept,synthetic
imdb_neg_348,Голый пистолет отзывы критиков,false,non_video,,non_video,synthetic
imdb_pos_528,сериал Колония,true,prof_video,series,auto_accept,synthetic
imdb_pos_1922,фильм Tightrope,true,prof_video,film,auto_accept,synthetic
imdb_neg_165,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_neg_1476,погода на завтра спб,false,non_video,,non_video,synthetic
imdb_neg_1309,актеры фильма Моя дорогая Клементина,false,non_video,,non_video,synthetic
imdb_neg_750,купить билет на Таксист,false,non_video,,non_video,synthetic
imdb_pos_1148,Survivor смотреть,true,prof_video,film,auto_accept,synthetic
imdb_neg_1164,актеры фильма Реальность кусается,false,non_video,,non_video,synthetic
imdb_pos_139,Дэдвуд все серии подряд,true,prof_video,series,auto_accept,synthetic
imdb_neg_802,Nayakan отзывы критиков,false,non_video,,non_video,synthetic
imdb_pos_1435,Испытание Акилы смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_756,Conan the Barbarian бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_957,Пункт назначения: ночь смотреть онлайн,true,prof_video,series,auto_accept,synthetic
imdb_neg_717,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_gen_238,смешные комедии,true,prof_video,generic,generic_video,synthetic
imdb_neg_1363,"купить билет на Дивергент, глава 2: Инсургент",false,non_video,,non_video,synthetic
imdb_pos_677,Отдай свою энергию бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_1461,рецензия Ледниковый период 2: Глобальное потепление,false,non_video,,non_video,synthetic
imdb_pos_735,сериал Хемлок Гроув,true,prof_video,series,auto_accept,synthetic
imdb_pos_156,Мистер Бин смотреть онлайн,true,prof_video,series,auto_accept,synthetic
imdb_pos_1385,Омен 2: Дэмиен онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_895,Plein soleil онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_2570,Квартира онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_neg_873,карта кинотеатров,false,non_video,,non_video,synthetic
imdb_pos_1584,Дыхание времени смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_1655,Ты ранил мои чувства смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_401,Разоблачение смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_2192,Одноклассники 2 бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_250,погода на завтра спб,false,non_video,,non_video,synthetic
imdb_neg_959,саундтрек из Get Smart,false,non_video,,non_video,synthetic
imdb_pos_2384,Eden Lake бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_162,Замок из песка бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_147,Американский пирог: Все в сборе бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_2395,Рейтинг короля все серии подряд,true,prof_video,series,auto_accept,synthetic
imdb_gen_474,лучшие фильмы 1995 года,true,prof_video,generic,generic_video,synthetic
imdb_pos_1061,сериал Майк и Молли,true,prof_video,series,auto_accept,synthetic
imdb_gen_328,тупейшие хорроры,true,prof_video,generic,generic_video,synthetic
imdb_gen_93,лучшие фильмы 2008 года,true,prof_video,generic,generic_video,synthetic
imdb_pos_725,Форс-мажоры 1 сезон,true,prof_video,series,auto_accept,synthetic
imdb_pos_296,Valerian and the City of a Thousand Planets смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_1835,Джой смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_2619,фильм Охотники за сокровищами,true,prof_video,film,auto_accept,synthetic
imdb_neg_902,рецензия Как по маслу,false,non_video,,non_video,synthetic
imdb_neg_486,карта кинотеатров,false,non_video,,non_video,synthetic
imdb_neg_714,рецензия Выходной день Ферриса Бьюллера,false,non_video,,non_video,synthetic
imdb_pos_216,Преследование 2 бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_1259,Пусть сердце бьётся смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_2309,Kannappa бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_557,актеры фильма Похитители тел,false,non_video,,non_video,synthetic
imdb_pos_255,скачать Легенда о пианисте 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_880,Black and Blue онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_neg_79,погода на завтра спб,false,non_video,,non_video,synthetic
imdb_neg_927,купить билет на W: Меж двух миров,false,non_video,,non_video,synthetic
imdb_neg_322,как починить кран,false,non_video,,non_video,synthetic
imdb_pos_1232,фильм Омкара,true,prof_video,film,auto_accept,synthetic
imdb_pos_91,The Omen бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_1403,саундтрек из Манифест,false,non_video,,non_video,synthetic
imdb_pos_382,Аферистка онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_576,The Civil War все серии подряд,true,prof_video,series,auto_accept,synthetic
imdb_pos_1357,фильм Ночь идёт за нами,true,prof_video,film,auto_accept,synthetic
imdb_pos_349,Run онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_1477,Гонка 2 онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_neg_1111,Поздравляем! отзывы критиков,false,non_video,,non_video,synthetic
imdb_pos_2463,фильм Субурбикон,true,prof_video,film,auto_accept,synthetic
imdb_neg_1077,погода на завтра спб,false,non_video,,non_video,synthetic
imdb_pos_2001,фильм Нереальный блокбастер,true,prof_video,film,auto_accept,synthetic
imdb_pos_636,фильм Лобстер,true,prof_video,film,auto_accept,synthetic
imdb_pos_2178,Тайна перевала Дятлова бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_1532,сериал Emma,true,prof_video,series,auto_accept,synthetic
imdb_gen_136,тупейшие хорроры,true,prof_video,generic,generic_video,synthetic
imdb_pos_814,Silence бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_1862,How I Met Your Father смотреть онлайн,true,prof_video,series,auto_accept,synthetic
imdb_neg_1232,купить билет на Галавант,false,non_video,,non_video,synthetic
imdb_neg_1115,актеры фильма Алекс Стрейнджлав,false,non_video,,non_video,synthetic
imdb_pos_2975,Ночной клерк смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_637,Passenger 57 онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_531,Американец в Париже смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_2823,Робинзон на Луне онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_neg_26,саундтрек из Час расплаты,false,non_video,,non_video,synthetic
imdb_pos_2526,скачать Поездка в Италию 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_956,Умереть заново смотреть,true,prof_video,film,auto_accept,synthetic
imdb_neg_1474,карта кинотеатров,false,non_video,,non_video,synthetic
imdb_pos_649,Глюки онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_2906,Pimp бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_2743,скачать Джейн Эйр 2024,true,prof_video,film,auto_accept,synthetic
imdb_neg_277,как починить кран,false,non_video,,non_video,synthetic
imdb_gen_496,сериалы онлайн бесплатно,true,prof_video,generic,generic_video,synthetic
imdb_pos_530,скачать Звёздные войны: Последние джедаи 2024,true,prof_video,film,auto_accept,synthetic
imdb_neg_1370,как починить кран,false,non_video,,non_video,synthetic
imdb_pos_1636,фильм Падение империи,true,prof_video,film,auto_accept,synthetic
imdb_pos_1836,Охота на Санту смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_661,фильм The Hunter,true,prof_video,film,auto_accept,synthetic
imdb_pos_134,Кадры бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_2468,Скрежет онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_neg_1439,саундтрек из Полный расколбас,false,non_video,,non_video,synthetic
imdb_pos_472,Тишина смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_2563,фильм Правила бойни,true,prof_video,film,auto_accept,synthetic
imdb_neg_674,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_pos_2541,скачать Чем дальше в лес... 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_2718,Ганц: О онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_neg_480,саундтрек из Миссия на Марс,false,non_video,,non_video,synthetic
imdb_pos_2232,скачать Grace of Monaco 2024,true,prof_video,film,auto_accept,synthetic
imdb_neg_317,Мой безумный дневник отзывы критиков,false,non_video,,non_video,synthetic
imdb_pos_1130,Квартира бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_1464,The Sand Pebbles бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_gen_155,сериалы онлайн бесплатно,true,prof_video,generic,generic_video,synthetic
imdb_neg_1327,погода на завтра спб,false,non_video,,non_video,synthetic
imdb_pos_1754,And So It Goes онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_2565,фильм Меню,true,prof_video,film,auto_accept,synthetic
imdb_neg_518,саундтрек из Ирландец,false,non_video,,non_video,synthetic
imdb_pos_1602,сериал Грязный Джон,true,prof_video,series,auto_accept,synthetic
imdb_pos_1803,фильм Бессмертная гвардия 2,true,prof_video,film,auto_accept,synthetic
imdb_pos_293,Living in Oblivion онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_gen_72,боевики смотреть,true,prof_video,generic,generic_video,synthetic
imdb_gen_360,боевики смотреть,true,prof_video,generic,generic_video,synthetic
imdb_pos_1179,скачать Падение Олимпа 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_572,Новичок бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_1529,Toradora! смотреть онлайн,true,prof_video,series,auto_accept,synthetic
imdb_neg_1490,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_neg_624,погода на завтра спб,false,non_video,,non_video,synthetic
imdb_pos_289,The Many Adventures of Winnie the Pooh онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_neg_443,карта кинотеатров,false,non_video,,non_video,synthetic
imdb_pos_578,фильм Наркоз,true,prof_video,film,auto_accept,synthetic
imdb_pos_1923,фильм The Apprentice,true,prof_video,film,auto_accept,synthetic
imdb_neg_289,Стрелок отзывы критиков,false,non_video,,non_video,synthetic
imdb_pos_1330,The Incredible Hulk смотреть онлайн,true,prof_video,series,auto_accept,synthetic
imdb_pos_2659,Только ты бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_2091,скачать Четыре хороших дня 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_2943,фильм Рождество,true,prof_video,film,auto_accept,synthetic
imdb_pos_1601,Школа мертвецов все серии подряд,true,prof_video,series,auto_accept,synthetic
imdb_pos_245,Prem Ratan Dhan Payo смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_2963,скачать Мой король 2024,true,prof_video,film,auto_accept,synthetic
imdb_pos_356,скачать А.Р.О.Г. 2024,true,prof_video,film,auto_accept,synthetic
imdb_neg_434,саундтрек из And Justice for All,false,non_video,,non_video,synthetic
imdb_pos_288,Зло смотреть,true,prof_video,film,auto_accept,synthetic
imdb_pos_1938,Пункт назначения бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_1905,Cabin Fever бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_1354,расписание электричек москва,false,non_video,,non_video,synthetic
imdb_pos_82,Солтберн бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_pos_2874,Borbaad онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_1768,скачать Красный рассвет 2024,true,prof_video,film,auto_accept,synthetic
imdb_neg_1451,как починить кран,false,non_video,,non_video,synthetic
imdb_pos_602,Голубоглазый самурай 1 сезон,true,prof_video,series,auto_accept,synthetic
imdb_neg_1236,"купить билет на И в печали, и в радости...",false,non_video,,non_video,synthetic
imdb_pos_1016,Прежде чем мы расстанемся онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_neg_1057,как починить кран,false,non_video,,non_video,synthetic
imdb_pos_2213,L'ennemi public n°1 бесплатно,true,prof_video,film,auto_accept,synthetic
imdb_neg_380,карта кинотеатров,false,non_video,,non_video,synthetic
imdb_pos_2365,Тайна Аляски онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_pos_54,Заплатить сполна онлайн в хорошем качестве,true,prof_video,film,auto_accept,synthetic
imdb_gen_329,лучшие фильмы 2013 года,true,prof_video,generic,generic_video,synthetic
